X,Y,AREACD
545433,186528,E01003742
545438,172995,E01000463
545438,188773,E01003641
545438,363940,E01026055
545448,165218,E01000681
545452,246209,E01018302
545456,188416,E01003751
545482,175267,E01000410
545507,171848,E01000427
545528,184056,E01000040
545533,176228,E01000399
545537,166284,E01000814
545552,164881,E01000683
545552,185493,E01003741
545576,202143,E01021763
545576,208717,E01021822
545579,176760,E01000398
545626,174328,E01000341
545638,187909,E01003772
545641,183776,E01000043
545642,182974,E01000092
545645,173559,E01000345
545652,209920,E01021852
545657,253260,E01018292
545660,208011,E01021861
545667,184423,E01000071
545671,178332,E01001677
545671,210368,E01021850
545674,187624,E01003766
545680,184787,E01000069
545684,168702,E01000698
545686,259682,E01018008
545701,102585,E01021046
545706,258637,E01017983
545716,256866,E01032795
545724,174736,E01000413
545731,261167,E01017975
545733,186886,E01003715
545743,175583,E01000415
545749,187369,E01003767
545765,209164,E01021820
545768,164178,E01000686
545780,259322,E01018010
545786,185213,E01000067
545824,260409,E01018006
545829,167789,E01000732
545832,163597,E01000687
545849,169557,E01000736
545857,176378,E01000400
545865,183205,E01000093
545872,180299,E01033743
545882,178682,E01001674
545883,201561,E01021758
545906,189128,E01003640
545918,192277,E01003727
545929,174997,E01000411
545930,202504,E01021762
545953,185787,E01003738
545972,210929,E01021845
545977,113037,E01021054
545979,172369,E01000424
545979,257906,E01017988
545982,261476,E01017980
545985,191884,E01003720
545999,174224,E01000343
546000,171524,E01000428
546000,186809,E01003713
546002,166648,E01000812
546005,258312,E01017991
546018,208644,E01021823
546021,165926,E01000790
546025,309042,E01033111
546028,167419,E01000734
546051,201041,E01021759
546052,178339,E01001676
546052,186377,E01003737
546054,168446,E01000731
546063,177899,E01001669
546066,257554,E01017987
546088,260965,E01017977
546107,202932,E01021760
546108,173354,E01000460
546123,207924,E01021838
546139,184167,E01000042
546143,185209,E01000066
546144,260085,E01017973
546148,169415,E01000737
546157,175262,E01000409
546161,164438,E01000684
546179,187472,E01003769
546181,175843,E01000414
546182,311053,E01018108
546184,210242,E01021847
546195,187817,E01003771
546199,201797,E01021757
546201,309443,E01033112
546205,180166,E01033745
546224,172702,E01000462
546270,275132,E01018036
546281,173867,E01000350
546288,209157,E01021819
546293,165031,E01000794
546295,179023,E01001579
546301,192384,E01003723
546304,167974,E01000733
546317,172038,E01000457
546326,256400,E01017996
546347,208201,E01021837
546348,177499,E01032567
546348,252119,E01018293
546350,258517,E01017989
546361,259628,E01032792
546378,176349,E01000401
546387,187008,E01003719
546394,210063,E01021846
546395,259030,E01017943
546397,166926,E01000727
546406,163574,E01000688
546410,259915,E01032802
546411,183077,E01000091
546411,210684,E01021844
546413,178502,E01001573
546414,261031,E01017976
546419,258158,E01017990
546433,186665,E01003716
546444,308820,E01018070
546451,124108,E01021146
546466,174230,E01000347
546471,252687,E01018294
546478,176771,E01032566
546480,256833,E01017966
546506,193375,E01021749
546507,179503,E01001576
546515,310820,E01018107
546530,355443,E01026111
546551,255620,E01017993
546555,185756,E01000023
546560,275267,E01018037
546564,174782,E01000391
546566,175481,E01000388
546566,208991,E01021821
546567,166106,E01000788
546569,170160,E01000735
546580,121275,E01021219
546594,168483,E01000730
546625,192630,E01003722
546632,183912,E01000045
546634,169486,E01000729
546634,188184,E01003770
546634,260340,E01017974
546639,165488,E01000793
546643,309965,E01018063
546655,168933,E01000739
546657,167745,E01000722
546668,171792,E01000459
546670,187224,E01003718
546693,187754,E01003773
546694,257860,E01017998
546696,100452,E01021082
546700,305085,E01018066
546701,211127,E01021848
546715,180215,E01001694
546716,178702,E01001571
546720,257514,E01018001
546722,173962,E01000346
546733,184682,E01000072
546737,164264,E01000685
546748,188511,E01033592
546779,178395,E01001574
546794,186080,E01000021
546811,183687,E01000096
546823,180628,E01001692
546827,196698,E01021770
546837,128282,E01021187
546850,185095,E01000073
546850,309412,E01018071
546851,171262,E01000384
546854,184246,E01000041
546860,182862,E01000094
546864,172268,E01000458
546872,179331,E01001577
546876,175828,E01000392
546897,181006,E01001688
546903,135214,E01021186
546906,192359,E01003726
546911,166108,E01000791
546912,257033,E01017965
546916,176734,E01000454
546917,164717,E01000795
546929,260748,E01017971
546931,167222,E01000725
546934,169315,E01000738
546940,310871,E01018109
546954,257745,E01018000
546955,185513,E01000025
546970,306530,E01018067
546974,176211,E01000455
546981,188557,E01033590
547017,258286,E01017997
547022,203501,E01021761
547030,308711,E01018069
547037,321487,E01026279
547042,179035,E01001578
547052,211597,E01021856
547059,188135,E01003666
547065,256066,E01017992
547067,208964,E01021836
547068,180360,E01001693
547077,174357,E01000352
547081,178648,E01001572
547087,180667,E01001690
547094,259406,E01017945
547100,208528,E01021835
547103,143953,E01024420
547106,184608,E01000076
547111,186546,E01000019
547114,179778,E01001575
547131,184088,E01000046
547134,185137,E01000074
547136,260300,E01017972
547145,185705,E01000024
547148,219940,E01023461
547158,172919,E01000461
547162,186044,E01000022
547171,209504,E01021827
547177,248170,E01018303
547189,256639,E01017968
547192,221447,E01023454
547204,186942,E01032580
547224,177080,E01000451
547226,166640,E01000787
547230,170936,E01000386
547231,188939,E01003663
547237,173768,E01000351
547258,262633,E01018274
547262,220645,E01023452
547280,251801,E01018295
547282,121940,E01021224
547306,120604,E01021221
547307,172278,E01000382
547309,121350,E01021220
547310,310501,E01018073
547320,177412,E01000450
547326,167078,E01000726
547331,162705,E01000680
547337,187340,E01032581
547359,168481,E01000719
547369,176561,E01000453
547370,188065,E01003661
547370,257201,E01017967
547373,214037,E01023500
547373,255363,E01017995
547381,188494,E01003665
547385,257723,E01017999
547386,309622,E01018104
547388,175795,E01000393
547409,186303,E01000020
547434,176235,E01000456
547442,220229,E01023448
547463,167745,E01000724
547463,181122,E01000467
547466,187736,E01003662
547473,211712,E01021855
547478,231984,E01022061
547488,165950,E01000792
547488,208912,E01021834
547495,212324,E01021854
547500,99758,E01021081
547500,185550,E01000077
547504,184671,E01000075
547513,310150,E01018103
547525,209228,E01021825
547529,180748,E01000469
547530,186792,E01000098
547544,263013,E01018272
547548,179853,E01000470
547550,184014,E01000055
547555,321431,E01026277
547558,202748,E01021756
547581,256019,E01017994
547587,173168,E01000443
547588,165449,E01000786
547594,179533,E01000422
547595,184254,E01000057
547601,120730,E01021222
547612,168897,E01000728
547627,188783,E01003664
547628,189511,E01000028
547629,179331,E01000416
547641,176877,E01000452
547644,256538,E01017969
547651,168101,E01000721
547655,259424,E01017946
547664,186014,E01000083
547679,187131,E01000097
547703,219719,E01023456
547705,166202,E01000789
547722,183336,E01000095
547737,166750,E01000723
547740,122174,E01021225
547747,298773,E01018068
547748,178019,E01000417
547753,262560,E01018273
547768,313255,E01026720
547778,173522,E01000446
547780,289602,E01018076
547782,174580,E01000390
547791,221518,E01023453
547793,152983,E01024419
547795,121619,E01021223
547804,172596,E01000387
547808,176398,E01000357
547824,120146,E01021228
547827,119693,E01021227
547829,209594,E01021826
547833,185449,E01000080
547838,173964,E01000348
547848,177659,E01000419
547852,168364,E01000720
547859,186379,E01000102
547862,181198,E01000468
547876,246186,E01018239
547877,175295,E01000389
547915,186885,E01000099
547929,179051,E01000418
547936,220781,E01023455
547937,179644,E01000466
547945,185879,E01000078
547952,215025,E01023501
547960,220257,E01023443
547975,187816,E01000113
547984,175775,E01000394
547984,184146,E01000054
547985,256575,E01017961
547986,259757,E01017944
548010,170992,E01000385
548015,188946,E01000029
548017,259052,E01017947
548035,219414,E01023459
548038,100400,E01021083
548047,321469,E01026278
548048,310388,E01026685
548072,188365,E01000032
548081,179261,E01000464
548087,121866,E01021226
548091,177045,E01000359
548115,211235,E01021857
548133,189812,E01000027
548139,189313,E01000030
548142,265077,E01018300
548143,174904,E01000361
548144,214392,E01023503
548146,155278,E01024417
548151,172516,E01000381
548155,99664,E01021069
548177,209219,E01021828
548190,176315,E01000356
548193,98875,E01021071
548203,173233,E01000445
548229,184445,E01000058
548237,220565,E01023447
548245,371198,E01026113
548254,245050,E01018238
548270,159770,E01024440
548287,183883,E01000056
548313,219667,E01023457
548328,171258,E01000383
548332,186117,E01000082
548335,249417,E01018279
548336,209661,E01021824
548340,185638,E01000081
548340,188491,E01000031
548350,187917,E01000112
548353,177393,E01000421
548367,186695,E01000100
548372,99331,E01021070
548381,176753,E01000354
548383,220117,E01023445
548390,215567,E01023499
548401,175731,E01000366
548433,174138,E01000349
548439,221813,E01023449
548456,259652,E01017948
548462,179347,E01000465
548481,256304,E01017959
548494,275027,E01018053
548495,174774,E01000363
548505,187039,E01000109
548516,214875,E01023502
548547,249696,E01018280
548555,226864,E01022089
548568,177730,E01000420
548568,185303,E01000079
548571,98888,E01021079
548588,175334,E01000360
548608,184126,E01000059
548617,256788,E01017964
548664,178067,E01000334
548687,185910,E01000065
548696,99895,E01021077
548697,176249,E01000358
548707,376595,E01026044
548710,184998,E01000014
548715,307383,E01026660
548729,248516,E01018282
548735,186665,E01000101
548735,219467,E01023460
548742,173445,E01000448
548750,183714,E01000053
548750,220907,E01023446
548786,188302,E01000110
548788,177116,E01000436
548807,187704,E01000111
548818,257263,E01017962
548837,221818,E01023450
548839,186339,E01000063
548883,178741,E01000337
548889,185581,E01000017
548905,184502,E01000084
548913,250114,E01018283
548948,184158,E01000086
548948,220410,E01023444
548971,184895,E01000013
548990,219983,E01023458
548994,176616,E01000353
549016,187287,E01000114
549050,214462,E01021795
549054,256351,E01017960
549064,99369,E01021080
549076,100428,E01021075
549084,178076,E01000333
549088,179019,E01000336
549092,173839,E01000449
549125,177599,E01000442
549126,256891,E01017963
549131,260749,E01018297
549158,249631,E01018281
549166,174938,E01000362
549166,175774,E01000365
549204,178749,E01000338
549216,161853,E01024439
549221,184302,E01000085
549251,185589,E01000016
549294,185275,E01000018
549304,186843,E01000061
549305,186063,E01000062
549309,183736,E01000087
549320,186458,E01000060
549332,187813,E01002250
549370,100152,E01021076
549371,177092,E01000440
549374,98984,E01021078
549376,191240,E01002331
549377,358751,E01026110
549401,203863,E01021799
549408,174552,E01000364
549423,222021,E01023451
549424,184615,E01000105
549433,178460,E01000332
549436,265740,E01018299
549450,191687,E01002308
549457,221183,E01023441
549460,257094,E01018287
549482,177457,E01000437
549486,256428,E01018243
549510,176562,E01000355
549542,184981,E01000015
549553,278825,E01018038
549561,173764,E01000447
549566,179312,E01000335
549581,190409,E01002325
549590,183793,E01000088
549617,175537,E01000330
549625,192150,E01002305
549648,189487,E01002330
549672,186048,E01000064
549743,178302,E01000402
549761,99833,E01021073
549770,190892,E01002326
549772,191557,E01002302
549787,258006,E01018286
549815,266263,E01018298
549823,175946,E01000327
549832,184586,E01000106
549859,222298,E01023439
549859,265419,E01018301
549861,221547,E01023438
549874,183307,E01000090
549876,220689,E01023442
549877,306326,E01026661
549881,358913,E01026112
549892,175242,E01000329
549892,177024,E01000441
549902,189630,E01002329
549903,188300,E01002246
549935,183510,E01000089
549961,247996,E01018289
549990,364792,E01026047
549997,302320,E01026715
550022,204292,E01021798
550025,190582,E01002327
550032,185189,E01000036
550048,186227,E01000033
550067,177406,E01000438
550103,190049,E01002328
550111,98998,E01021072
550118,385789,E01026074
550157,384920,E01026072
550158,185524,E01000035
550165,221957,E01023440
550171,192117,E01002307
550179,178293,E01000406
550193,176509,E01000370
550209,99834,E01021074
550212,187277,E01002251
550231,178917,E01000408
550243,184837,E01000108
550265,191662,E01002301
550274,278940,E01018039
550274,317225,E01026719
550277,123950,E01021145
550303,155966,E01024416
550314,184464,E01000104
550320,360523,E01026056
550335,174860,E01000331
550337,177273,E01000439
550355,365029,E01026046
550376,184123,E01000103
550377,188803,E01002244
550385,123488,E01021144
550394,175915,E01000325
550397,217509,E01022060
550400,188298,E01002247
550413,191081,E01002332
550427,169006,E01024478
550435,186262,E01000034
550439,190432,E01002335
550476,189139,E01002245
550480,166919,E01024421
550480,191945,E01002306
550486,173073,E01000444
550487,204836,E01021797
550494,313275,E01026721
550506,144710,E01024455
550531,175299,E01000328
550580,169502,E01024481
550582,190130,E01002338
550601,177773,E01000407
550607,176807,E01000369
550610,212063,E01021768
550630,183185,E01002368
550653,178508,E01000405
550659,171775,E01024151
550660,168433,E01024476
550692,187158,E01000038
550692,237564,E01022071
550702,384792,E01026073
550708,189169,E01002243
550748,187549,E01002248
550785,168850,E01024477
550824,177263,E01000372
550831,176368,E01000371
550858,191517,E01002303
550862,184733,E01000107
550874,156233,E01024418
550888,189717,E01002340
550892,242917,E01022094
550895,190517,E01002336
550911,131293,E01021159
550927,192268,E01002304
550930,225410,E01022084
550980,171514,E01024150
550982,284529,E01018020
550983,188416,E01002356
551032,197810,E01021800
551033,224814,E01022085
551060,178453,E01000404
551060,223802,E01022087
551063,190992,E01002333
551105,168115,E01024475
551106,169365,E01024482
551131,383923,E01026109
551163,299740,E01026716
551164,172706,E01024152
551174,172092,E01024153
551176,156665,E01024423
551181,183085,E01002369
551190,176063,E01000326
551201,187606,E01002249
551207,129790,E01021162
551211,187119,E01000037
551229,157297,E01024422
551235,191386,E01002341
551237,174679,E01000378
551238,186688,E01000039
551239,176606,E01000368
551272,177028,E01000367
551297,189325,E01002353
551315,189885,E01002339
551360,225543,E01022083
551378,130736,E01021160
551378,177229,E01000373
551385,303600,E01026659
551454,177889,E01000403
551468,155611,E01024424
551470,168963,E01024480
551472,224403,E01022086
551498,274768,E01018054
551502,256051,E01018242
551512,183955,E01002375
551536,190481,E01002334
551545,168024,E01024474
551557,175154,E01000377
551564,188913,E01032741
551567,133496,E01021173
551570,170441,E01024445
551609,130021,E01021161
551632,183262,E01002371
551649,188025,E01002350
551661,176327,E01000435
551664,174164,E01000379
551738,170080,E01024446
551743,177296,E01000431
551745,176652,E01000433
551818,183844,E01002373
551823,187074,E01002323
551838,158968,E01024454
551839,169080,E01024479
551839,182893,E01002370
551853,188385,E01002358
551859,120396,E01021170
551870,116062,E01021148
551876,175968,E01000380
551890,103341,E01021143
551890,189008,E01032742
551909,256261,E01018244
551923,381939,E01026103
551924,233862,E01022073
551925,177594,E01000429
551941,154945,E01024463
551953,161582,E01024452
551967,186662,E01002322
551992,156117,E01024467
552010,130819,E01021156
552028,185699,E01002260
552035,168225,E01024473
552048,187948,E01002351
552049,131301,E01021157
552069,184855,E01002266
552090,174521,E01000375
552113,187525,E01002319
552115,174031,E01024144
552116,175201,E01000376
552154,129631,E01021151
552205,129029,E01021152
552213,168524,E01024472
552217,183760,E01002374
552227,176847,E01000432
552237,130104,E01021153
552252,188466,E01002352
552252,189476,E01002354
552257,172408,E01024188
552271,185370,E01002262
552280,380948,E01026104
552317,170581,E01024447
552320,175477,E01000374
552320,215095,E01022070
552326,185780,E01002261
552332,184197,E01002372
552361,190042,E01002337
552362,182142,E01002345
552363,141120,E01024456
552365,232553,E01022072
552367,189165,E01002355
552374,153858,E01024464
552398,173667,E01024146
552416,184591,E01002267
552459,283982,E01018021
552470,186876,E01002324
552518,174215,E01024147
552531,176829,E01000434
552533,309921,E01026684
552545,187644,E01002320
552572,185006,E01002264
552614,182028,E01002346
552633,155092,E01024469
552660,188774,E01002382
552676,174539,E01024186
552678,186057,E01002365
552706,111391,E01021142
552716,177282,E01000430
552723,155702,E01024470
552736,187285,E01002321
552744,130723,E01021158
552813,137091,E01021172
552820,173556,E01024145
552820,188027,E01002317
552845,280382,E01033425
552857,182388,E01002342
552859,190929,E01002311
552868,181635,E01002347
552872,184611,E01002263
552880,185566,E01002287
552948,189238,E01002379
552962,191156,E01002309
552977,156268,E01024468
552997,154513,E01024471
553000,279745,E01033428
553009,157101,E01024465
553031,186163,E01002366
553034,150958,E01024459
553056,279958,E01018030
553060,191445,E01002315
553082,188481,E01002272
553089,189742,E01002376
553106,174428,E01024183
553130,184990,E01002265
553137,192263,E01002313
553152,153223,E01024462
553220,248771,E01018288
553224,185584,E01002286
553244,159316,E01024453
553260,182267,E01002344
553264,182813,E01002343
553273,186648,E01002363
553279,171957,E01024189
553288,187669,E01002318
553335,226611,E01022063
553363,191770,E01002314
553392,280569,E01018033
553398,129700,E01021155
553418,189441,E01002380
553425,155877,E01024461
553437,156872,E01024466
553442,173958,E01024185
553445,130148,E01021154
553451,190168,E01002383
553455,185269,E01002288
553481,175038,E01024180
553483,191354,E01002316
553484,188779,E01002381
553490,190826,E01002310
553499,173231,E01024166
553527,192764,E01002312
553549,156436,E01024460
553553,188251,E01002274
553557,280898,E01018032
553567,192358,E01002280
553569,174437,E01024184
553583,183228,E01002349
553655,174793,E01024181
553691,237199,E01022074
553701,186599,E01002364
553722,372449,E01026049
553729,187693,E01002367
553735,187036,E01002361
553744,186221,E01002291
553749,113965,E01021147
553750,237814,E01022075
553791,172879,E01024168
553792,238282,E01022076
553825,192024,E01002282
553833,189735,E01002377
553836,191791,E01002284
553856,173503,E01024165
553874,185731,E01002285
553900,192923,E01002276
553911,174016,E01024182
553925,183001,E01002348
553985,172423,E01024187
554012,165402,E01024431
554027,281273,E01033426
554108,190600,E01002293
554118,207270,E01021796
554119,173079,E01024167
554129,280149,E01018025
554135,188632,E01002270
554151,239043,E01022078
554154,313880,E01026696
554199,192563,E01002278
554200,237034,E01022080
554207,186069,E01002290
554209,158727,E01024448
554235,191466,E01002297
554253,187459,E01002359
554295,189536,E01002378
554295,279801,E01018026
554341,237432,E01022082
554351,227675,E01022062
554353,190185,E01002295
554355,239223,E01022077
554357,186776,E01002360
554377,260792,E01018012
554458,238089,E01022081
554487,238676,E01022079
554512,314013,E01026697
554586,191444,E01002299
554594,158858,E01024449
554603,187675,E01002275
554608,146423,E01024451
554632,281153,E01033430
554637,139232,E01024851
554650,320188,E01026712
554668,189700,E01002268
554687,190934,E01002300
554726,174149,E01024164
554736,281852,E01018027
554751,186099,E01002292
554756,188623,E01002271
554797,192099,E01002281
554803,175548,E01024149
554805,171513,E01024173
554817,157229,E01024457
554827,186942,E01002362
554828,216648,E01022059
554843,166664,E01024433
554881,186476,E01002289
554902,257508,E01018296
554926,173538,E01024137
554927,260623,E01018011
554939,175045,E01024148
554944,204215,E01021802
554948,202762,E01021753
554998,190386,E01002294
554999,192380,E01002279
555015,174560,E01024156
555093,318997,E01026713
555094,191129,E01002298
555099,281114,E01018029
555112,155890,E01024458
555119,178604,E01016014
555134,141187,E01024853
555138,188971,E01002269
555158,187899,E01002273
555158,191667,E01002283
555194,174049,E01024161
555200,202332,E01021754
555249,173630,E01024136
555261,203619,E01021755
555286,364894,E01026085
555290,187159,E01002255
555365,191981,E01002277
555377,175240,E01024155
555404,363773,E01026094
555438,139411,E01024852
555445,158460,E01024450
555469,174885,E01024154
555472,364171,E01026083
555487,174301,E01024162
555512,129504,E01021217
555528,185606,E01002389
555628,185969,E01002390
555663,186606,E01002386
555702,372463,E01026050
555736,169752,E01024175
555739,123967,E01021149
555760,320925,E01026711
555782,169862,E01024174
555789,178313,E01016013
555797,98484,E01021166
555806,173924,E01024163
555810,247172,E01018263
555813,191542,E01002296
555951,287356,E01018045
555960,364248,E01026084
555966,363354,E01026092
556004,371981,E01026048
556014,139767,E01024830
556019,173232,E01024138
556059,180205,E01015925
556096,368712,E01026069
556114,185669,E01002388
556118,286879,E01018046
556133,139953,E01024829
556254,187152,E01002257
556308,361993,E01026096
556313,168315,E01024432
556321,362727,E01026097
556353,185282,E01002385
556369,179938,E01015922
556379,186208,E01002387
556385,181336,E01015924
556400,143254,E01024854
556410,173682,E01024169
556420,173192,E01024139
556426,180821,E01015923
556430,221131,E01022091
556470,247140,E01018264
556504,221478,E01022090
556505,169566,E01024434
556549,149018,E01024754
556550,363364,E01026093
556559,178686,E01015921
556573,186679,E01002384
556595,130043,E01021218
556601,173919,E01024170
556615,180311,E01015926
556650,286380,E01018043
556675,188192,E01002253
556691,362371,E01026095
556706,139794,E01024831
556738,363782,E01026114
556783,263982,E01018057
556784,364596,E01026116
556790,365761,E01026115
556866,246795,E01018265
556883,110738,E01021197
556939,286541,E01018042
556954,172789,E01024133
556971,163326,E01024436
556975,287097,E01018044
556991,187441,E01002254
557019,171393,E01024135
557077,138306,E01024796
557159,198717,E01021443
557190,171493,E01024132
557192,234594,E01022099
557211,173836,E01024171
557213,188296,E01002259
557217,281682,E01018024
557229,163642,E01024438
557231,121204,E01021150
557302,147979,E01024752
557401,187935,E01002258
557471,139987,E01024800
557483,303492,E01026717
557493,138213,E01024795
557548,143198,E01024850
557570,187410,E01002256
557574,164046,E01024437
557580,174657,E01024172
557595,186884,E01002391
557596,137853,E01024797
557620,192948,E01021468
557646,198460,E01021444
557660,141846,E01024846
557722,148085,E01024753
557733,104398,E01021216
557753,117174,E01021200
557785,142383,E01024849
557830,187857,E01002252
557847,103348,E01021234
557855,162539,E01024435
557874,145315,E01024758
557911,181056,E01015928
557924,142104,E01024844
557980,140046,E01024799
557982,105181,E01021214
557996,241544,E01022057
558045,195717,E01021463
558053,103909,E01021236
558063,120863,E01021193
558086,272093,E01018049
558108,109888,E01021181
558129,117525,E01021201
558157,140669,E01024838
558175,142533,E01024848
558188,181572,E01015972
558194,174533,E01024140
558236,204750,E01021769
558240,146246,E01024756
558244,193152,E01021438
558247,177782,E01016012
558282,109426,E01021183
558297,139643,E01024801
558310,108592,E01021180
558312,137668,E01024818
558332,104522,E01021215
558332,121621,E01021191
558347,138799,E01024819
558358,138218,E01024817
558364,110728,E01021196
558370,104992,E01021213
558378,180980,E01015929
558409,145882,E01024757
558484,126924,E01021202
558499,120568,E01021192
558499,141123,E01024837
558514,195236,E01021464
558556,140261,E01024802
558594,109625,E01021182
558603,145081,E01024780
558605,111636,E01021195
558618,200373,E01021470
558633,141755,E01024845
558635,103234,E01021232
558667,182189,E01015973
558682,180763,E01015927
558682,194357,E01021432
558684,120814,E01021194
558744,192558,E01033063
558750,274189,E01033427
558757,110294,E01021176
558767,99672,E01020942
558768,181606,E01015976
558770,266301,E01018013
558772,195776,E01021462
558779,101955,E01020946
558784,195507,E01021461
558791,145382,E01024778
558812,100418,E01020941
558816,175074,E01024143
558817,140773,E01024835
558822,139517,E01024823
558823,108797,E01021184
558829,140060,E01024833
558833,147778,E01024734
558838,267749,E01018015
558854,181121,E01015931
558859,145710,E01024779
558907,138747,E01024820
558928,110905,E01021175
558931,146872,E01024732
558939,149031,E01024776
558966,199154,E01021441
558969,100971,E01020947
558986,102724,E01021235
558987,266794,E01018014
558995,141240,E01024836
559007,250522,E01018219
559036,174283,E01024141
559046,104924,E01021212
559049,141739,E01024847
559050,267345,E01018016
559052,156035,E01024755
559053,320444,E01026647
559055,274341,E01018047
559056,99808,E01020938
559073,148356,E01024775
559077,193268,E01021439
559079,194737,E01021431
559092,194111,E01021434
559096,192764,E01033064
559100,135286,E01021171
559101,178299,E01033611
559119,172286,E01024134
559126,191513,E01021473
559131,103400,E01021233
559132,180785,E01015930
559137,140063,E01024832
559166,274085,E01033429
559182,178750,E01033613
559192,181663,E01015932
559203,140490,E01024834
559220,273244,E01018052
559227,147461,E01024733
559235,109351,E01021177
559238,127121,E01021203
559256,100498,E01020940
559257,192133,E01021472
559269,139212,E01024821
559275,148795,E01024777
559320,313731,E01026726
559321,99190,E01020944
559322,179115,E01015982
559333,108930,E01021185
559336,110966,E01021174
559336,182417,E01015975
559340,177725,E01016011
559356,174928,E01024142
559357,183001,E01015971
559368,141791,E01024843
559391,213652,E01022096
559406,145790,E01024766
559418,192680,E01021475
559443,149258,E01024731
559446,146829,E01024768
559447,194164,E01021433
559490,193448,E01021436
559545,99776,E01020939
559546,99504,E01020943
559547,198566,E01021442
559560,178430,E01033610
559569,273328,E01018050
559582,102532,E01020950
559605,147998,E01024729
559615,101644,E01020945
559616,97621,E01020933
559650,138539,E01024824
559654,141353,E01024840
559664,199622,E01021471
559685,109359,E01021179
559730,139996,E01024822
559832,103009,E01020949
559846,148873,E01024730
559861,192616,E01021474
559883,109121,E01021178
559884,145644,E01024767
559906,140946,E01024841
559911,100657,E01020948
559925,178025,E01016015
559927,182511,E01015974
559955,103375,E01020923
559971,99502,E01020964
559985,179488,E01015941
560047,148173,E01024750
560055,173996,E01024177
560112,169092,E01024158
560120,140344,E01024842
560128,141485,E01024839
560130,97586,E01020934
560170,100144,E01020963
560170,272310,E01018051
560173,174363,E01024178
560205,102459,E01020921
560215,103126,E01020917
560245,98052,E01020931
560264,148707,E01024749
560264,225271,E01022095
560266,165699,E01024414
560288,122305,E01021190
560302,99641,E01020967
560336,201907,E01021469
560346,179321,E01033614
560362,179809,E01015942
560363,168019,E01024443
560420,165171,E01032619
560539,177791,E01015951
560543,98300,E01020932
560583,153464,E01024723
560612,174070,E01024176
560624,174526,E01024179
560624,179337,E01033612
560651,148485,E01024751
560660,103057,E01020918
560668,251928,E01018218
560670,194294,E01021466
560676,303334,E01033038
560690,102237,E01020922
560696,165983,E01024413
560738,102682,E01020919
560748,193167,E01021435
560766,178365,E01015955
560776,99589,E01020965
560778,168420,E01024444
560779,99211,E01020968
560816,157163,E01024725
560828,159290,E01024786
560864,148089,E01024748
560893,167789,E01024441
560944,302515,E01026707
560945,98187,E01020937
560960,99849,E01020966
560960,194820,E01021465
560961,179499,E01015939
560969,165269,E01024415
560972,98808,E01020935
560973,303808,E01026686
561011,166776,E01024442
561030,319828,E01026705
561038,177689,E01015953
561115,157532,E01024726
561139,102616,E01020920
561154,104220,E01021210
561235,193049,E01021437
561270,231162,E01022093
561294,170697,E01024157
561299,230533,E01022092
561313,179072,E01015958
561313,195530,E01021467
561333,98627,E01020936
561336,303100,E01033039
561404,179369,E01015957
561413,103869,E01020930
561424,180437,E01015996
561465,180002,E01015994
561509,178071,E01015956
561538,99155,E01020911
561568,99561,E01020916
561570,194473,E01021455
561581,310940,E01026722
561586,177548,E01015954
561589,103460,E01020927
561605,104448,E01021208
561658,178446,E01015959
561660,120773,E01021189
561668,193790,E01021456
561706,100244,E01020954
561721,193454,E01021454
561723,100775,E01020953
561750,99873,E01020914
561758,318484,E01026704
561761,99219,E01020912
561762,174533,E01024278
561818,298703,E01026679
561819,265678,E01029937
561835,168888,E01024160
561850,303588,E01033036
561852,179691,E01015995
561889,177524,E01015952
561892,103406,E01020925
561925,222289,E01033055
561934,318894,E01026706
561983,180419,E01015993
561993,99636,E01020910
562021,303839,E01033037
562049,319659,E01026699
562055,179007,E01015960
562079,103664,E01020924
562082,157124,E01024724
562108,100496,E01020952
562110,320727,E01026689
562118,132114,E01021229
562127,320236,E01026698
562128,178112,E01015961
562133,319372,E01026700
562148,222265,E01033054
562193,177709,E01015962
562207,195432,E01021453
562261,294801,E01026652
562276,102864,E01020928
562285,179576,E01015964
562295,244541,E01018220
562322,100089,E01020915
562330,194666,E01021447
562391,172961,E01024280
562434,168746,E01024159
562445,178719,E01015968
562445,321066,E01026687
562455,191819,E01021445
562494,321481,E01026688
562517,180103,E01015966
562519,101095,E01020951
562555,172372,E01024288
562555,173901,E01024277
562607,195906,E01021452
562613,188308,E01021446
562617,179012,E01015970
562680,100594,E01020913
562687,177930,E01015969
562689,194929,E01021448
562708,195594,E01021451
562720,222561,E01033056
562727,319489,E01026667
562762,102761,E01020929
562766,178472,E01015967
562788,141275,E01024825
562868,118572,E01021188
562871,141031,E01024826
562879,320274,E01026668
562881,172930,E01024281
562890,222056,E01022069
562892,270818,E01018034
562902,180008,E01015963
562907,221215,E01022068
562924,103346,E01020926
562949,140638,E01024828
562977,141638,E01024827
562985,321502,E01026690
563004,221613,E01022067
563024,172186,E01024287
563044,102421,E01020955
563054,104586,E01021209
563097,315018,E01026723
563128,263827,E01029951
563140,101458,E01020959
563163,150117,E01024747
563192,195298,E01021450
563209,236708,E01022097
563227,265355,E01029953
563248,265655,E01029956
563259,173750,E01024276
563270,173345,E01024283
563275,316052,E01026724
563277,194908,E01021449
563296,102155,E01020957
563332,102803,E01020956
563346,309829,E01026643
563347,132184,E01021231
563348,149996,E01024745
563363,172374,E01024285
